text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.568513410005835,None,space,1.8591601079970133,13.568513410005835,None,,,,,,,1,001,2022-06-02_11h38.10.922,FontCognitiveLoad,2022.1.4,60.06445396592607,
,,,,,,15.460698722003144,None,y,0.7463728970033117,15.460698722003144,None,1,001,2022-06-02_11h38.10.922,FontCognitiveLoad,2022.1.4,60.06445396592607,
