14.3016 	EXP 	text: autoDraw = True
17.2890 	EXP 	text: autoDraw = False
17.2890 	EXP 	text_2: autoDraw = True
17.2978 	DATA 	Keypress: space
18.9149 	EXP 	Imported practice_loop.xlsx as conditions, 3 conditions, 2 params
18.9155 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
18.9158 	EXP 	New trial (rep=0, index=0): {'main_name': 'times', 'main_image': '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/timesnewroman_practice.png'}
18.9458 	DATA 	Keypress: y
18.9558 	EXP 	text_2: autoDraw = False
18.9558 	EXP 	image: image = '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/timesnewroman_practice.png'
18.9558 	EXP 	image: autoDraw = True
33.8924 	DATA 	Keypress: space
33.9019 	EXP 	image: autoDraw = False
33.9019 	EXP 	rest_block: autoDraw = True
38.9026 	EXP 	rest_block: autoDraw = False
38.9026 	EXP 	rest_block: autoDraw = False
38.9026 	EXP 	text_5: autoDraw = True
41.9538 	EXP 	New trial (rep=0, index=1): {'main_name': 'bionic', 'main_image': '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/bionic_practice.png'}
41.9684 	DATA 	Keypress: space
41.9772 	EXP 	text_5: autoDraw = False
41.9772 	EXP 	image: image = '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/bionic_practice.png'
41.9772 	EXP 	image: autoDraw = True
61.4910 	DATA 	Keypress: space
61.5011 	EXP 	image: autoDraw = False
61.5011 	EXP 	rest_block: autoDraw = True
66.5020 	EXP 	rest_block: autoDraw = False
66.5020 	EXP 	rest_block: autoDraw = False
66.5020 	EXP 	text_5: autoDraw = True
67.5033 	EXP 	New trial (rep=0, index=2): {'main_name': 'sans forgetica', 'main_image': '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/sansforgetica_practice.png'}
67.5158 	DATA 	Keypress: space
67.5245 	EXP 	text_5: autoDraw = False
67.5245 	EXP 	image: image = '/Users/nolanbrady/Desktop/LabResearch/EEG_Protocols/FontCognitiveLoad/Images/Practice/sansforgetica_practice.png'
67.5245 	EXP 	image: autoDraw = True
97.1742 	DATA 	Keypress: space
97.1836 	EXP 	image: autoDraw = False
97.1836 	EXP 	rest_block: autoDraw = True
102.1842 	EXP 	rest_block: autoDraw = False
102.1842 	EXP 	rest_block: autoDraw = False
102.1842 	EXP 	text_5: autoDraw = True
104.4398 	DATA 	Keypress: space
104.4492 	EXP 	text_5: autoDraw = False
104.4492 	EXP 	text_4: autoDraw = True
140.1744 	EXP 	Imported loopTemplate1.xlsx as conditions, 6 conditions, 2 params
140.1748 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
140.1751 	EXP 	New trial (rep=0, index=0): {'name': 'times_1', 'image': 'Images/Main/times_1.png'}
140.2041 	DATA 	Keypress: y
140.2141 	EXP 	text_4: autoDraw = False
140.2141 	EXP 	main_stim_image: image = 'Images/Main/times_1.png'
140.2141 	EXP 	main_stim_image: autoDraw = True
147.0700 	DATA 	Keypress: space
147.0813 	EXP 	main_stim_image: autoDraw = False
147.0813 	EXP 	rest_block: autoDraw = True
152.0821 	EXP 	rest_block: autoDraw = False
152.0821 	EXP 	rest_block: autoDraw = False
152.0821 	EXP 	text_5: autoDraw = True
154.9342 	EXP 	New trial (rep=0, index=1): {'name': 'sansforgetica_1', 'image': 'Images/Main/sansforgetica_1.png'}
154.9637 	DATA 	Keypress: space
154.9735 	EXP 	text_5: autoDraw = False
154.9735 	EXP 	main_stim_image: image = 'Images/Main/sansforgetica_1.png'
154.9735 	EXP 	main_stim_image: autoDraw = True
160.1198 	DATA 	Keypress: space
160.1309 	EXP 	main_stim_image: autoDraw = False
160.1309 	EXP 	rest_block: autoDraw = True
165.1318 	EXP 	rest_block: autoDraw = False
165.1318 	EXP 	rest_block: autoDraw = False
165.1318 	EXP 	text_5: autoDraw = True
167.2997 	EXP 	New trial (rep=0, index=2): {'name': 'bionic_2', 'image': 'Images/Main/bionic_2.png'}
167.3358 	DATA 	Keypress: space
167.3455 	EXP 	text_5: autoDraw = False
167.3455 	EXP 	main_stim_image: image = 'Images/Main/bionic_2.png'
167.3455 	EXP 	main_stim_image: autoDraw = True
181.6861 	DATA 	Keypress: space
181.6967 	EXP 	main_stim_image: autoDraw = False
181.6967 	EXP 	rest_block: autoDraw = True
186.6974 	EXP 	rest_block: autoDraw = False
186.6974 	EXP 	rest_block: autoDraw = False
186.6974 	EXP 	text_5: autoDraw = True
190.4814 	EXP 	New trial (rep=0, index=3): {'name': 'times_2', 'image': 'Images/Main/times_2.png'}
190.5108 	DATA 	Keypress: space
190.5209 	EXP 	text_5: autoDraw = False
190.5209 	EXP 	main_stim_image: image = 'Images/Main/times_2.png'
190.5209 	EXP 	main_stim_image: autoDraw = True
194.5021 	DATA 	Keypress: space
194.5128 	EXP 	main_stim_image: autoDraw = False
194.5128 	EXP 	rest_block: autoDraw = True
199.5132 	EXP 	rest_block: autoDraw = False
199.5132 	EXP 	rest_block: autoDraw = False
199.5132 	EXP 	text_5: autoDraw = True
207.6314 	EXP 	New trial (rep=0, index=4): {'name': 'sansforgetica_2', 'image': 'Images/Main/sansforgetica_2.png'}
207.6626 	DATA 	Keypress: space
207.6722 	EXP 	text_5: autoDraw = False
207.6722 	EXP 	main_stim_image: image = 'Images/Main/sansforgetica_2.png'
207.6722 	EXP 	main_stim_image: autoDraw = True
217.7851 	DATA 	Keypress: space
217.7952 	EXP 	main_stim_image: autoDraw = False
217.7952 	EXP 	rest_block: autoDraw = True
222.7960 	EXP 	rest_block: autoDraw = False
222.7960 	EXP 	rest_block: autoDraw = False
222.7960 	EXP 	text_5: autoDraw = True
226.1308 	EXP 	New trial (rep=0, index=5): {'name': 'bionic_1', 'image': 'Images/Main/bionic_1.png'}
226.1599 	DATA 	Keypress: space
226.1695 	EXP 	text_5: autoDraw = False
226.1695 	EXP 	main_stim_image: image = 'Images/Main/bionic_1.png'
226.1695 	EXP 	main_stim_image: autoDraw = True
228.7172 	DATA 	Keypress: space
228.7279 	EXP 	main_stim_image: autoDraw = False
228.7279 	EXP 	rest_block: autoDraw = True
233.7285 	EXP 	rest_block: autoDraw = False
233.7285 	EXP 	rest_block: autoDraw = False
233.7285 	EXP 	text_5: autoDraw = True
235.7838 	DATA 	Keypress: space
235.7951 	EXP 	text_5: autoDraw = False
235.7951 	EXP 	end_study: autoDraw = True
245.7952 	EXP 	end_study: autoDraw = False
245.7952 	EXP 	end_study: autoDraw = False
246.3603 	EXP 	window1: mouseVisible = True
